Ano,Trimestre,Departamento,Municipio,N Accesos fijos a internet,poblacion Dane,Indice
2018,3,BOLIVAR,SAN JACINTO,1083,23913,0.0453
2019,3,TOLIMA,COELLO,148,8286,0.0179
2019,4,GUAINIA,CACAHUAL,6,886,0.0068
2019,4,BOYACA,SORA,32,3050,0.0105
2019,3,TOLIMA,CHAPARRAL,3269,50565,0.0646
2018,3,CUNDINAMARCA,SIBATE,4003,33491,0.1195
2019,4,META,LEJANIAS,43,11256,0.0038
2020,1,SANTANDER,CARCASI,22,4259,0.0052
2020,1,ATLANTICO,POLONUEVO,11,19545,6e-04
2018,3,ANTIOQUIA,GIRALDO,200,5544,0.0361
2018,4,ANTIOQUIA,YALI,949,7608,0.1247
2018,3,SANTANDER,JESUS MARIA,34,3342,0.0102
2018,3,HUILA,ELIAS,12,4211,0.0028
2019,1,CORDOBA,MONTERIA,55360,498858,0.111
2019,3,CHOCO,SIPI,22,3202,0.0069
2019,1,SANTANDER,SURATA,42,3977,0.0106
2019,2,GUAVIARE,MIRAFLORES,12,6898,0.0017
2018,3,VALLE DEL CAUCA,JAMUNDI,27120,159877,0.1696
2018,4,CAUCA,ALMAGUER,49,18449,0.0027
2020,1,HUILA,YAGUARA,320,7824,0.0409
2019,4,CUNDINAMARCA,CHOACHI,636,11213,0.0567
2019,4,SANTANDER,PUENTE NACIONAL,88,14740,0.006
2018,3,NARINO,EL PENOL,61,7446,0.0082
2019,3,CALDAS,SAN JOSE,80,4875,0.0164
2019,4,MAGDALENA,TENERIFE,25,13354,0.0019
2018,3,CAUCA,EL TAMBO,348,53891,0.0065
2019,3,CESAR,CHIRIGUANA,421,28743,0.0146
2019,1,CASANARE,RECETOR,25,1718,0.0146
2019,3,CHOCO,BAHIA SOLANO,766,10207,0.075
2019,3,HUILA,PALERMO,898,26590,0.0338
2020,1,NARINO,MAGsI,12,25543,5e-04
2019,2,CESAR,SAN ALBERTO,904,27449,0.0329
2019,4,VALLE DEL CAUCA,ROLDANILLO,4573,36767,0.1244
2019,4,MAGDALENA,ALGARROBO,382,16194,0.0236
2019,1,CUNDINAMARCA,MOSQUERA,30133,141171,0.2135
2018,4,CESAR,SAN MARTIN,149,26674,0.0056
2019,3,BOYACA,CORRALES,164,2523,0.065
2019,1,BOYACA,SAN EDUARDO,44,1676,0.0263
2019,2,CORDOBA,SAN PELAYO,1025,52481,0.0195
2019,3,CASANARE,AGUAZUL,2559,37513,0.0682
2020,1,CAUCA,SANTA ROSA,36,5383,0.0067
2018,4,ANTIOQUIA,PUERTO TRIUNFO,1784,18055,0.0988
2018,3,HUILA,GUADALUPE,271,17890,0.0151
2018,3,HUILA,NEIVA,73866,357392,0.2067
2018,3,NARINO,SANTA BARBARA,2,13427,1e-04
2019,1,NORTE DE SANTANDER,EL ZULIA,449,28240,0.0159
2019,1,BOYACA,MARIPI,45,5697,0.0079
2019,1,CUNDINAMARCA,PUERTO SALGAR,961,16058,0.0598
2019,2,VALLE DEL CAUCA,ZARZAL,5407,42191,0.1282
2019,3,CAUCA,PATIA,724,37183,0.0195
2019,2,BOYACA,CHITARAQUE,71,5843,0.0122
2019,2,MAGDALENA,CERRO SAN ANTONIO,9,9885,9e-04
2019,3,NARINO,OLAYA HERRERA,27,25282,0.0011
2019,2,ANTIOQUIA,SAN RAFAEL,1116,15632,0.0714
2018,4,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,81,11870,0.0068
2019,4,BOYACA,SOTAQUIRA,184,8237,0.0223
2019,2,NORTE DE SANTANDER,VILLA DEL ROSARIO,11071,107288,0.1032
2019,3,CHOCO,MEDIO ATRATO,5,10817,5e-04
2019,2,BOYACA,COVARACHIA,37,2742,0.0135
2018,3,CUNDINAMARCA,VERGARA,69,6847,0.0101
2019,2,ANTIOQUIA,SAN JUAN DE URABA,554,20549,0.027
2018,4,ANTIOQUIA,ALEJANDRIA,317,4657,0.0681
2019,1,BOYACA,TUTA,281,8369,0.0336
2019,3,MAGDALENA,PIVIJAY,1118,38203,0.0293
2019,2,SUCRE,SAN MARCOS,1100,59254,0.0186
2018,3,ANTIOQUIA,DABEIBA,972,23044,0.0422
2019,1,NORTE DE SANTANDER,CACOTA,32,2855,0.0112
2020,1,NORTE DE SANTANDER,CUCUTA,109413,777106,0.1408
2019,1,SANTANDER,FLORIAN,71,5569,0.0127
2018,4,CESAR,SAN ALBERTO,1018,26247,0.0388
2018,4,CALDAS,BELALCAZAR,160,10660,0.015
2019,4,ATLANTICO,JUAN DE ACOSTA,552,21971,0.0251
2020,1,CAQUETA,SAN JOSE DEL FRAGUA,29,13099,0.0022
2019,1,SANTANDER,LANDAZURI,166,10482,0.0158
2019,1,CESAR,EL COPEY,732,30957,0.0236
2018,4,TOLIMA,PURIFICACION,1447,23536,0.0615
2020,1,VALLE DEL CAUCA,ZARZAL,5074,42407,0.1197
2020,1,BOYACA,TINJACA,24,3351,0.0072
2019,1,SANTANDER,COROMORO,51,5009,0.0102
2018,4,ANTIOQUIA,SAN ANDRES DE CUERQUIA,399,7235,0.0551
2018,4,NARINO,GUAITARILLA,256,11582,0.0221
2019,3,NORTE DE SANTANDER,HERRAN,24,7087,0.0034
2020,1,HUILA,BARAYA,78,8269,0.0094
2019,3,ANTIOQUIA,TITIRIBI,516,10716,0.0482
2020,1,NARINO,PUPIALES,67,17219,0.0039
2019,1,ANTIOQUIA,CAROLINA,444,3954,0.1123
2019,4,CALDAS,ARANZAZU,78,10533,0.0074
2019,2,META,GRANADA,4723,69770,0.0677
2019,3,CUNDINAMARCA,QUIPILE,26,6380,0.0041
2020,1,VICHADA,PUERTO CARRENO,1288,20294,0.0635
2018,4,MAGDALENA,PUEBLOVIEJO,12,29824,4e-04
2018,3,VALLE DEL CAUCA,VERSALLES,103,7263,0.0142
2018,3,ANTIOQUIA,ZARAGOZA,1215,24651,0.0493
2020,1,QUINDIO,QUIMBAYA,3029,31142,0.0973
2018,3,CESAR,PELAYA,132,20683,0.0064
2019,1,CESAR,VALLEDUPAR,68094,513685,0.1326
2018,4,VALLE DEL CAUCA,PRADERA,3793,47615,0.0797
2019,1,TOLIMA,CAJAMARCA,383,18443,0.0208
2020,1,ANTIOQUIA,SAN PEDRO DE URABA,1166,32147,0.0363
2019,3,BOYACA,SATIVASUR,37,1100,0.0336
2019,3,CORDOBA,CHINU,3195,48323,0.0661
2019,1,RISARALDA,MARSELLA,580,16782,0.0346
2019,4,VALLE DEL CAUCA,FLORIDA,4482,57696,0.0777
2018,4,CAQUETA,MILAN,21,9723,0.0022
2019,2,CUNDINAMARCA,SUSA,111,6769,0.0164
2018,3,BOYACA,SATIVASUR,41,1097,0.0374
2020,1,BOLIVAR,CALAMAR,246,23097,0.0107
2020,1,CALDAS,FILADELFIA,116,11400,0.0102
2018,4,CUNDINAMARCA,SAN BERNARDO,79,8487,0.0093
2020,1,CALDAS,ANSERMA,2084,36691,0.0568
2019,4,BOLIVAR,BARRANCO DE LOBA,45,14996,0.003
2020,1,VALLE DEL CAUCA,SAN PEDRO,1034,17201,0.0601
2018,4,CHOCO,UNION PANAMERICANA,15,6816,0.0022
2018,4,CAUCA,LOPEZ,35,18580,0.0019
2018,4,META,PUERTO RICO,274,13061,0.021
2019,4,PUTUMAYO,COLON,20,5469,0.0037
2018,3,CAUCA,VILLA RICA,253,20693,0.0122
2019,1,BOYACA,OICATA,50,2858,0.0175
2018,3,CUNDINAMARCA,JERUSALEN,49,2281,0.0215
2020,1,CESAR,LA JAGUA DE IBIRICO,4863,50946,0.0955
2020,1,CORDOBA,SAN BERNARDO DEL VIENTO,429,37075,0.0116
2018,3,ANTIOQUIA,EBEJICO,601,12158,0.0494
2018,3,ANTIOQUIA,SAN CARLOS,912,16247,0.0561
2020,1,TOLIMA,SAN LUIS,54,13451,0.004
2019,4,NARINO,LA TOLA,12,7441,0.0016
2019,2,ANTIOQUIA,EL BAGRE,2903,52925,0.0549
2018,4,CUNDINAMARCA,CHIA,34393,132181,0.2602
2020,1,ANTIOQUIA,FRONTINO,1387,20700,0.067
2019,1,SANTANDER,PALMAS DEL SOCORRO,34,2584,0.0132
2019,3,LA GUAJIRA,VILLANUEVA,2731,28816,0.0948
2019,3,CESAR,CHIMICHAGUA,249,35269,0.0071
2018,4,CUNDINAMARCA,LA CALERA,6046,29868,0.2024
2018,4,ANTIOQUIA,NECHI,669,25790,0.0259
2019,1,CUNDINAMARCA,JERUSALEN,49,2283,0.0215
2019,4,NORTE DE SANTANDER,PAMPLONITA,67,5628,0.0119
2018,4,TOLIMA,NATAGAIMA,640,14835,0.0431
2019,3,PUTUMAYO,COLON,294,5469,0.0538
2018,3,AMAZONAS,LA PEDRERA,0,3820,0
2018,3,CUNDINAMARCA,SUBACHOQUE,974,15690,0.0621
2020,1,CAQUETA,SOLANO,9,11503,8e-04
2019,1,BOYACA,PAIPA,3299,34177,0.0965
2019,3,CUNDINAMARCA,CAJICA,21117,87866,0.2403
2018,4,CUNDINAMARCA,SUSA,99,6454,0.0153
2019,3,AMAZONAS,TARAPACA,23,3869,0.0059
2019,1,CHOCO,EL CARMEN DE ATRATO,168,8197,0.0205
2018,3,RISARALDA,MISTRATO,244,16950,0.0144
2019,2,BOYACA,AQUITANIA,503,15460,0.0325
2019,3,CESAR,LA JAGUA DE IBIRICO,5425,49052,0.1106
2019,2,ATLANTICO,TUBARA,51,18190,0.0028
2018,3,CUNDINAMARCA,SIMIJACA,648,12847,0.0504
2019,2,CUNDINAMARCA,FOSCA,65,5892,0.011
2018,4,NORTE DE SANTANDER,EL CARMEN,259,13144,0.0197
2020,1,CASANARE,AGUAZUL,2680,38010,0.0705
2018,4,CESAR,RIO DE ORO,18,16837,0.0011
2019,3,BOLIVAR,CLEMENCIA,499,15014,0.0332
2019,2,ATLANTICO,LURUACO,672,29348,0.0229
2018,3,SANTANDER,SANTA HELENA DEL OPON,30,3389,0.0089
2019,4,CUNDINAMARCA,MACHETA,47,6171,0.0076
2018,4,QUINDIO,GENOVA,200,7516,0.0266
2019,1,SANTANDER,CEPITA,32,2018,0.0159
2018,4,BOYACA,BRICENO,41,2198,0.0187
2019,2,SANTANDER,SAN BENITO,43,2957,0.0145
2019,4,ANTIOQUIA,YONDO,1069,19624,0.0545
2019,3,BOYACA,COMBITA,163,13140,0.0124
2018,3,BOYACA,SANTA SOFIA,54,3179,0.017
2020,1,ARAUCA,FORTUL,672,20148,0.0334
2019,1,MAGDALENA,GUAMAL,35,27345,0.0013
2018,3,ANTIOQUIA,CARACOLI,268,4582,0.0585
2019,4,CAUCA,BUENOS AIRES,40,31754,0.0013
2020,1,SANTANDER,PUERTO PARRA,52,8017,0.0065
2019,1,NORTE DE SANTANDER,SAN CALIXTO,22,12127,0.0018
2019,4,NORTE DE SANTANDER,SANTIAGO,35,3537,0.0099
2019,3,HUILA,TELLO,101,11775,0.0086
2018,3,BOYACA,MONIQUIRA,385,22572,0.0171
2018,4,NARINO,OSPINA,152,7105,0.0214
2018,4,LA GUAJIRA,FONSECA,3140,42772,0.0734
2019,3,META,MAPIRIPAN,20,7086,0.0028
2018,3,NARINO,RICAURTE,138,19631,0.007
2019,4,ANTIOQUIA,GRANADA,728,9870,0.0738
2019,4,ARAUCA,TAME,2350,46741,0.0503
2019,3,HUILA,TARQUI,267,17587,0.0152
2019,3,CASANARE,CHAMEZA,48,2571,0.0187
2020,1,BOYACA,TOGsI,50,4335,0.0115
2018,4,SANTANDER,CERRITO,103,6729,0.0153
2019,4,BOYACA,MIRAFLORES,185,8937,0.0207
2019,4,CUNDINAMARCA,GUATAVITA,296,6561,0.0451
2019,1,MAGDALENA,PUEBLOVIEJO,13,31151,4e-04
2019,2,SANTANDER,LANDAZURI,183,10482,0.0175
2019,4,BOYACA,TIPACOQUE,15,3299,0.0045
2018,4,SANTANDER,ENCISO,49,3461,0.0142
2019,3,ATLANTICO,MANATI,22,20698,0.0011
2018,3,ANTIOQUIA,GUADALUPE,403,6560,0.0614
2018,4,SANTANDER,BOLIVAR,88,11287,0.0078
2019,3,CALDAS,MANIZALES,86178,440608,0.1956
2019,3,BOYACA,SATIVANORTE,53,2177,0.0243
2019,3,NORTE DE SANTANDER,LOS PATIOS,12754,93754,0.136
2019,3,NARINO,IMUES,134,7530,0.0178
2018,4,CASANARE,AGUAZUL,2413,36915,0.0654
2018,3,BOYACA,PAIPA,3348,33535,0.0998
2019,3,HUILA,LA ARGENTINA,282,13021,0.0217
2019,1,ANTIOQUIA,CARAMANTA,267,4670,0.0572
2019,4,ANTIOQUIA,SAN FRANCISCO,229,5776,0.0396
2018,3,BOYACA,CHIVOR,43,2479,0.0173
2019,4,SANTANDER,ZAPATOCA,36,9507,0.0038
2019,3,CASANARE,PAZ DE ARIPORO,1914,36861,0.0519
2019,3,NORTE DE SANTANDER,LA ESPERANZA,39,11941,0.0033
2020,1,GUAINIA,LA GUADALUPE,0,296,0
2019,1,CALDAS,LA MERCED,146,5916,0.0247
2020,1,RISARALDA,PEREIRA,114724,477027,0.2405
2019,4,CASANARE,RECETOR,16,1718,0.0093
2019,4,SANTANDER,VILLANUEVA,117,7927,0.0148
2019,3,BOLIVAR,MARGARITA,102,10913,0.0093
2018,3,SANTANDER,MOGOTES,205,10527,0.0195
2019,3,CALDAS,NORCASIA,276,6075,0.0454
2019,1,CUNDINAMARCA,SOPO,3721,27456,0.1355
2019,1,SANTANDER,ENCINO,34,2567,0.0132
2019,2,SUCRE,EL ROBLE,17,10215,0.0017
2019,4,SANTANDER,SAN MIGUEL,12,2494,0.0048
2020,1,BOLIVAR,MONTECRISTO,19,17604,0.0011
2018,4,ANTIOQUIA,ABRIAQUI,71,2695,0.0263
2019,2,CORDOBA,SAN BERNARDO DEL VIENTO,388,37052,0.0105
2020,1,CASANARE,TRINIDAD,50,13449,0.0037
2019,1,NARINO,COLON,80,8403,0.0095
2018,4,ANTIOQUIA,CHIGORODO,5992,57375,0.1044
2019,4,SUCRE,SANTIAGO DE TOLU,1997,33553,0.0595
2020,1,RISARALDA,PUEBLO RICO,243,16450,0.0148
2019,4,CORDOBA,TIERRALTA,3368,93873,0.0359
2019,3,NORTE DE SANTANDER,VILLA DEL ROSARIO,11670,107288,0.1088
2019,1,CUNDINAMARCA,VENECIA,64,4320,0.0148
2020,1,NORTE DE SANTANDER,VILLA CARO,46,5303,0.0087
2020,1,SANTANDER,MOGOTES,38,10647,0.0036
2018,4,BOYACA,SATIVANORTE,55,2221,0.0248
2019,4,ATLANTICO,SANTA LUCIA,4,16624,2e-04
2020,1,NARINO,LOS ANDES,59,9268,0.0064
2019,2,BOYACA,BRICENO,41,2175,0.0189
2019,1,MAGDALENA,SABANAS DE SAN ANGEL,335,16247,0.0206
2020,1,CORDOBA,VALENCIA,943,36343,0.0259
2018,4,BOYACA,GAMEZA,88,4850,0.0181
2019,3,ANTIOQUIA,SAN ROQUE,1440,21533,0.0669
2018,3,PUTUMAYO,PUERTO GUZMAN,54,35390,0.0015
2018,3,TOLIMA,MURILLO,110,4113,0.0267
2019,1,NARINO,POLICARPA,12,9827,0.0012
2019,1,SANTANDER,MALAGA,1419,21339,0.0665
2018,4,CHOCO,TADO,378,18011,0.021
2018,4,CUNDINAMARCA,GUTIERREZ,74,3410,0.0217
2019,1,ATLANTICO,LURUACO,694,29348,0.0236
2020,1,TOLIMA,NATAGAIMA,626,14672,0.0427
2019,3,HUILA,COLOMBIA,22,7136,0.0031
2019,1,CUNDINAMARCA,CHOCONTA,1201,21425,0.0561
2018,3,MAGDALENA,PIJINO DEL CARMEN,8,12093,7e-04
2018,4,BOYACA,SUTATENZA,39,4233,0.0092
2018,4,CAUCA,VILLA RICA,80,20693,0.0039
2019,1,QUINDIO,CIRCASIA,3649,28631,0.1274
2018,3,BOLIVAR,SAN PABLO,783,27190,0.0288
2018,4,SANTANDER,COROMORO,51,5015,0.0102
2020,1,NARINO,SAN LORENZO,32,18399,0.0017
2020,1,CORDOBA,LORICA,5648,115461,0.0489
2018,4,CHOCO,CONDOTO,420,12663,0.0332
2019,2,SANTANDER,OIBA,112,11004,0.0102
2018,4,ANTIOQUIA,BETANIA,518,10323,0.0502
2019,4,BOYACA,ALMEIDA,13,1845,0.007
2019,2,CUNDINAMARCA,QUEBRADANEGRA,28,4807,0.0058
2020,1,NORTE DE SANTANDER,EL TARRA,910,21926,0.0415
2019,2,CESAR,AGUSTIN CODAZZI,4301,62864,0.0684
2019,1,CAQUETA,EL DONCELLO,38,19256,0.002
2019,2,NARINO,SAN PABLO,467,15034,0.0311
2019,2,SUCRE,LOS PALMITOS,478,23420,0.0204
2018,3,CASANARE,NUNCHIA,101,8826,0.0114
2018,3,SANTANDER,CURITI,164,12717,0.0129
2019,3,SUCRE,MORROA,534,15495,0.0345
2020,1,SUCRE,SAMPUES,1406,48819,0.0288
2020,1,ANTIOQUIA,ABEJORRAL,1075,20287,0.053
2019,2,CHOCO,ISTMINA,2192,30739,0.0713
2019,3,BOLIVAR,SAN JUAN NEPOMUCENO,1788,37765,0.0473
2019,3,BOLIVAR,MORALES,155,22846,0.0068
2019,1,CHOCO,CARMEN DEL DARIEN,25,18930,0.0013
2019,4,CORDOBA,LA APARTADA,713,15058,0.0474
2019,4,BOYACA,RAMIRIQUI,389,9988,0.0389
2019,1,BOYACA,VIRACACHA,26,2817,0.0092
2019,4,CHOCO,LLORO,23,9850,0.0023
2018,3,CUNDINAMARCA,JUNIN,69,5823,0.0118
2019,3,CAUCA,SOTARA,13,14079,9e-04
2020,1,META,RESTREPO,1590,18658,0.0852
2019,3,CUNDINAMARCA,VENECIA,58,4320,0.0134
2019,4,META,URIBE,300,9388,0.032
2020,1,ARAUCA,ARAUCA,8151,96814,0.0842
2018,4,NORTE DE SANTANDER,SARDINATA,84,25142,0.0033
2018,4,SANTANDER,JESUS MARIA,33,3342,0.0099
2020,1,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,16,20696,8e-04
2019,2,VALLE DEL CAUCA,ARGELIA,379,5258,0.0721
2019,1,SUCRE,SINCELEJO,36777,286635,0.1283
2019,1,ANTIOQUIA,ALEJANDRIA,316,4669,0.0677
2019,3,BOLIVAR,SANTA CATALINA,659,14747,0.0447
2019,4,ANTIOQUIA,EL CARMEN DE VIBORAL,6082,61122,0.0995
2019,1,TOLIMA,SALDANA,420,14450,0.0291
2019,1,CORDOBA,SAN ANTERO,1643,34520,0.0476
2019,1,QUINDIO,FILANDIA,633,12154,0.0521
2020,1,SANTANDER,EL GUACAMAYO,38,2085,0.0182
2019,2,BOYACA,PAEZ,84,3256,0.0258
